W-L,pythW-L,R,RA,BatAge,PAge,#Bat,#P,ttlsalary,YPN2,YPN3,YPN4,YPN5,YPN6,AB,H,2b,3b,hr,bb,so,sb,cs,hbp,sf,ER,ERA,CG,SHO,SV,IPOuts,HA,HRA,BBA,SOA,E,DP,FP,attendance,YearP1W
0.395,0.401,581,724,27.7,29.7,43,18,19330545,,,,,,5475,1356,197,31,94,498,1054,117,56,,,661,4.13,4,5,48,4320,1437,135,598,945,122,130,0.98,3064847,0.443
0.525,0.533,899,837,30.7,30.1,40,22,38150165,0.463,0.519,0.488,0.364,0.543,5620,1546,282,38,178,765,1122,104,63,,,742,4.65,11,7,36,4308,1547,188,542,828,132,148,0.97,1971421,0.461
0.414,0.39,758,967,27.7,27.1,46,25,10353500,,,,,,5517,1507,278,59,142,388,944,146,90,,,860,5.41,9,0,35,4293,1664,181,609,913,167,149,0.97,4483350,0.453
0.469,0.487,790,813,27.2,27.3,48,26,18561000,0.469,0.352,0.475,0.451,0.481,5619,1547,264,31,141,488,843,159,55,,,735,4.58,7,8,45,4335,1591,182,591,888,148,174,0.97,2177908,0.584
0.451,0.462,722,785,28.4,27.9,51,24,44879666,0.556,0.457,0.562,0.463,0.54,5517,1457,261,28,137,485,1025,142,59,,,719,4.51,11,8,37,4302,1510,158,508,996,120,133,0.98,2453232,0.579
0.58,0.571,776,664,28.9,26.6,43,20,39696166,0.531,0.537,0.58,0.429,0.441,5483,1454,228,44,162,604,834,106,57,,,598,3.7,16,11,48,4362,1398,125,566,974,112,153,0.98,2581091,0.593
0.519,0.499,738,739,28,28.3,38,17,39386666,0.481,0.481,0.475,0.574,0.475,5627,1521,259,32,161,446,923,100,43,,,673,4.18,8,5,56,4347,1514,153,470,905,115,162,0.98,2653763,0.434
0.494,0.492,686,698,29.7,30.6,39,16,37120583,0.451,0.519,0.543,0.512,0.549,5496,1451,319,29,114,508,871,73,38,,,608,3.77,9,11,44,4356,1379,127,552,997,122,155,0.98,2422021,0.47
0.525,0.524,786,745,29.4,28.4,41,18,29096500,0.549,0.414,0.472,0.537,0.335,5508,1470,287,24,157,655,930,73,54,,,691,4.31,21,10,42,4326,1427,153,579,900,100,171,0.98,3644965,0.563
0.642,0.641,767,559,28.8,26.8,33,13,41641417,0.605,0.58,0.401,0.394,0.338,5515,1444,239,29,169,560,946,125,48,,,508,3.14,18,16,46,4365,1297,101,480,1036,108,146,0.98,3884720,0.596
0.438,0.446,684,770,27.3,28.8,46,24,28588334,0.444,0.5,0.494,0.562,0.463,5391,1399,259,24,114,564,930,169,100,,,690,4.34,26,6,41,4290,1482,153,550,843,120,161,0.98,2057460,0.409
0.537,0.55,648,581,27.4,28,47,21,15822334,0.441,0.525,0.5,0.5,0.562,5477,1381,263,37,102,463,976,196,63,,,530,3.25,11,14,49,4404,1296,92,525,1014,124,113,0.98,1669127,0.58
0.593,0.561,780,682,29.3,30,40,17,44788666,0.562,0.531,0.549,0.537,0.593,5536,1458,265,40,163,561,933,129,39,,,626,3.91,18,14,49,4320,1346,124,541,954,93,109,0.98,4028318,0.586
0.475,0.455,682,753,27.4,29.6,52,25,30128167,0.525,0.512,0.512,0.435,0.463,5537,1387,266,23,159,550,1036,81,44,,,663,4.09,19,3,42,4380,1471,113,598,1034,153,153,0.97,2198231,0.531
0.512,0.52,631,604,28.6,28.7,39,15,27583836,0.519,0.432,0.531,0.469,0.586,5594,1464,262,44,94,495,996,208,118,,,556,3.38,10,9,47,4440,1405,118,400,842,91,146,0.98,2418483,0.537
0.444,0.445,574,647,28.1,28.2,40,18,33163168,0.463,0.525,0.568,0.512,0.556,5456,1330,220,36,105,435,1067,112,64,,,586,3.61,9,12,30,4383,1385,128,502,927,111,174,0.98,1560998,0.636
0.395,0.426,679,799,28.3,27.4,48,23,23179833,0.512,0.475,0.451,0.422,0.481,5564,1466,278,24,149,474,841,100,55,,,731,4.55,21,9,30,4335,1467,129,661,894,112,170,0.98,1651367,0.506
0.506,0.486,617,636,28.4,29.1,39,17,26854167,0.519,0.463,0.549,0.516,0.401,5476,1396,255,30,135,453,864,69,52,,,578,3.56,9,11,46,4383,1444,111,439,971,115,127,0.98,1721406,0.377
0.593,0.569,693,595,28.7,29.2,43,21,33944167,0.605,0.586,0.457,0.531,0.494,5527,1409,272,54,106,569,872,110,53,,,551,3.35,20,20,43,4437,1410,101,455,844,101,144,0.98,1829395,0.463
0.432,0.48,686,717,27.7,26.8,48,24,24383834,0.481,0.475,0.414,0.404,0.494,5500,1392,255,36,118,509,1059,127,31,,,652,4.11,27,7,34,4284,1387,113,549,851,131,128,0.97,1927448,0.599
0.593,0.547,745,672,30.2,32,44,22,41035000,0.519,0.636,0.611,0.642,0.5,5387,1389,219,24,142,707,831,143,59,,,600,3.73,8,9,58,4341,1396,129,601,843,125,158,0.97,2494160,0.42
0.469,0.492,733,746,28.3,29.5,40,19,37543334,0.438,0.414,0.46,0.528,0.549,5593,1462,281,18,163,536,903,78,37,,,679,4.21,20,9,44,4356,1453,129,612,851,112,165,0.98,1748737,0.543
0.444,0.461,599,653,30,28.2,44,19,44602002,0.478,0.562,0.537,0.625,0.568,5340,1254,259,17,93,572,956,129,52,,,588,3.66,17,13,34,4338,1404,98,482,1025,116,134,0.98,1779534,0.364
0.556,0.561,747,653,28.7,27.7,39,17,28027834,0.586,0.457,0.494,0.562,0.525,5582,1544,275,27,104,527,834,123,74,,,597,3.7,16,13,50,4359,1391,121,479,923,94,155,0.98,2482428,0.438
0.568,0.592,740,604,29.7,27.5,35,15,31013667,0.512,0.457,0.5,0.537,0.562,5504,1477,272,35,82,511,779,256,115,,,555,3.43,19,14,39,4371,1344,127,435,793,89,146,0.98,1857351,0.426
0.389,0.432,548,636,28.4,31.2,36,14,44788166,0.574,0.531,0.481,0.584,0.451,5368,1333,201,34,72,503,899,142,78,,,545,3.41,18,13,29,4314,1401,82,553,981,173,136,0.97,2473266,0.5
0.444,0.459,610,667,28.9,27.1,42,22,33893834,0.506,0.466,0.568,0.522,0.512,5501,1411,284,42,75,439,741,131,71,,,613,3.81,9,12,44,4341,1426,106,512,834,122,164,0.98,1867689,0.519
0.5,0.457,608,668,26.4,27.1,38,16,15407500,0.401,0.463,0.531,0.506,0.469,5480,1350,255,38,96,506,1025,139,54,,,603,3.72,5,12,45,4377,1386,114,539,978,112,125,0.98,1211412,0.525
0.463,0.498,791,794,29.9,29.6,34,15,27322834,0.519,0.488,0.364,0.543,0.605,5515,1411,256,16,182,675,1055,66,45,,,733,4.6,10,4,36,4305,1534,155,564,693,116,164,0.98,1423963,0.525
0.469,0.454,674,746,25.9,27,42,20,9373044,0.352,0.475,0.451,0.481,0.377,5620,1495,227,24,127,448,885,144,67,,,671,4.11,13,7,46,4410,1507,159,566,890,141,176,0.97,1224094,0.469
0.556,0.537,660,609,27.9,28.1,42,17,35931499,0.457,0.562,0.463,0.54,0.519,5460,1418,281,44,99,563,888,125,65,,,557,3.46,9,11,55,4347,1362,109,470,1060,96,128,0.98,2315946,0.451
0.531,0.531,738,690,28.7,28.9,35,13,30160833,0.537,0.58,0.429,0.441,0.475,5498,1434,269,36,110,622,784,160,57,,,620,3.82,21,5,52,4383,1400,123,550,810,129,134,0.97,2681156,0.58
0.481,0.477,593,624,28.3,27.2,41,17,29829686,0.481,0.475,0.574,0.475,0.472,5590,1420,221,41,104,417,816,77,51,,,553,3.39,16,11,37,4407,1337,107,575,901,114,142,0.98,2126720,0.519
0.451,0.45,599,669,28.9,31.5,38,16,43610584,0.519,0.543,0.512,0.549,0.481,5461,1343,259,21,84,591,865,44,48,,,576,3.58,22,13,39,4344,1403,107,535,943,139,170,0.97,2468574,0.494
0.549,0.533,705,656,28.5,27.9,38,16,23780667,0.414,0.472,0.537,0.335,0.414,5485,1423,243,36,148,647,827,89,48,,,617,3.79,20,16,48,4392,1419,124,518,846,93,168,0.98,3567819,0.525
0.605,0.582,682,569,28.4,27.5,41,19,34625333,0.58,0.401,0.394,0.338,0.429,5480,1391,223,48,138,493,924,126,60,,,509,3.14,26,24,41,4380,1321,89,489,948,109,121,0.98,3077400,0.642
0.444,0.433,579,671,28.1,28.8,41,16,34749334,0.5,0.494,0.562,0.463,0.463,5364,1306,202,20,88,416,882,160,101,,,617,3.84,26,13,42,4338,1449,130,532,888,134,172,0.97,2065444,0.438
0.441,0.444,579,655,27.7,28.4,38,19,10732333,0.525,0.5,0.5,0.562,0.484,5412,1329,236,42,95,484,1056,221,100,,,582,3.64,12,14,39,4320,1304,111,584,909,131,128,0.97,934742,0.537
0.562,0.543,684,622,27.6,28.2,45,20,19902417,0.531,0.549,0.537,0.593,0.531,5489,1412,295,45,133,499,1043,148,53,,,569,3.5,10,16,60,4386,1301,121,523,971,127,115,0.98,4001527,0.593
0.525,0.508,829,814,27.8,29,49,23,18224500,0.512,0.512,0.435,0.463,0.537,5703,1539,288,31,177,596,1039,102,50,,,735,4.47,9,10,41,4437,1486,151,662,1022,134,138,0.97,2297720,0.475
0.519,0.502,651,648,28.5,29.4,36,18,21860001,0.432,0.531,0.469,0.586,0.491,5362,1366,239,53,68,532,857,202,110,,,588,3.69,9,5,51,4305,1367,114,454,822,105,133,0.98,2448699,0.512
0.463,0.467,649,697,28.4,28.9,41,19,30967666,0.525,0.568,0.512,0.556,0.512,5463,1345,215,48,141,471,973,95,57,,,646,4.03,10,10,45,4326,1397,143,544,905,108,151,0.98,1737478,0.444
0.512,0.519,702,674,28.1,27.5,38,17,15691833,0.475,0.451,0.422,0.481,0.414,5494,1400,268,29,126,588,811,97,44,,,617,3.79,10,13,48,4392,1387,136,628,1003,110,187,0.98,2147905,0.395
0.519,0.493,636,646,28,29,48,23,22150001,0.463,0.549,0.516,0.401,0.457,5408,1321,204,36,121,501,1069,101,64,,,576,3.57,14,11,47,4356,1385,139,457,921,113,130,0.98,1804289,0.506
0.605,0.588,768,632,28.1,28.4,43,17,23634667,0.586,0.457,0.531,0.494,0.395,5449,1433,259,50,126,620,901,124,46,,,557,3.44,18,11,51,4368,1411,117,401,919,120,134,0.98,2065302,0.593
0.481,0.464,629,680,29,26.7,43,19,22487332,0.475,0.414,0.404,0.494,0.534,5521,1332,248,33,111,490,1026,92,30,,,627,3.86,16,11,35,4389,1346,111,670,988,116,111,0.98,2050012,0.432
0.519,0.49,760,776,29.9,30.9,46,23,36999167,0.636,0.611,0.642,0.5,0.469,5410,1342,246,19,159,642,981,151,64,,,733,4.57,14,10,49,4332,1425,155,655,892,107,150,0.98,2713493,0.593
0.438,0.435,674,777,27.8,29.5,40,20,27344168,0.414,0.46,0.528,0.549,0.556,5541,1418,249,19,147,473,861,109,36,,,709,4.42,3,11,37,4332,1510,152,506,936,133,181,0.97,1863733,0.469
0.478,0.496,640,646,29.1,28,40,18,32590001,0.562,0.537,0.625,0.568,0.667,5359,1305,250,24,117,578,789,153,70,,,568,3.56,12,11,39,4311,1403,108,410,1028,143,112,0.97,2284484,0.444
0.586,0.579,776,652,29.1,28.6,35,16,23361833,0.457,0.494,0.562,0.525,0.438,5556,1557,270,42,140,526,747,107,68,,,594,3.69,21,12,53,4347,1402,139,488,876,94,161,0.98,2293842,0.556
0.512,0.533,799,744,30.1,27,39,21,23115500,0.457,0.5,0.537,0.562,0.478,5611,1523,247,53,116,556,802,106,68,,,673,4.14,23,11,41,4389,1498,147,527,859,118,176,0.98,1478729,0.568
0.574,0.574,665,565,30.2,30.2,39,16,32790664,0.531,0.481,0.584,0.451,0.451,5408,1366,191,29,108,583,957,126,68,,,496,3.06,15,14,40,4374,1312,96,500,1028,123,126,0.98,3348170,0.389
0.506,0.503,727,722,28.6,27.6,45,19,26319834,0.466,0.568,0.522,0.512,0.469,5584,1475,290,41,117,523,969,119,68,,,639,3.92,17,12,41,4398,1473,105,529,1004,125,141,0.98,2161537,0.444
0.401,0.423,605,717,26.1,26.4,44,19,12852500,0.463,0.531,0.506,0.469,0.593,5504,1345,240,43,79,502,1027,125,68,,,646,4,7,13,36,4359,1347,129,651,1033,161,129,0.97,1196152,0.5
0.519,0.513,817,794,29.2,30.8,41,19,23838333,0.488,0.364,0.543,0.605,0.537,5547,1372,259,26,209,699,1185,109,47,,,727,4.51,18,8,38,4350,1570,148,593,739,104,171,0.98,1641661,0.463
0.352,0.376,576,759,25.6,26.8,53,24,17635000,0.475,0.451,0.481,0.377,0.519,5470,1390,236,26,79,449,888,84,58,,,677,4.23,22,8,33,4323,1551,110,441,862,142,150,0.97,1051863,0.469
0.457,0.499,689,691,28.2,27.6,40,17,26305333,0.562,0.463,0.54,0.519,0.531,5501,1419,250,27,164,488,1006,124,56,,,613,3.83,7,11,43,4320,1372,127,560,997,125,131,0.97,2372377,0.556
0.537,0.549,758,681,27.7,26.7,38,17,16919667,0.58,0.429,0.441,0.475,0.444,5594,1464,226,39,139,610,896,134,74,,,622,3.79,28,8,40,4434,1302,154,601,923,116,151,0.98,2934154,0.531
0.481,0.475,695,734,28.9,27.5,39,19,23175667,0.475,0.574,0.475,0.472,0.438,5522,1395,232,26,159,442,879,123,64,,,652,4.03,12,4,40,4368,1415,117,542,927,113,120,0.98,2314250,0.481
0.519,0.512,731,712,29.1,30.8,39,19,35167500,0.543,0.512,0.549,0.481,0.59,5530,1486,305,25,126,593,820,59,39,,,641,4.01,15,13,45,4317,1405,147,530,999,116,165,0.98,2562435,0.451
0.414,0.432,686,796,28.3,27.4,42,20,17519000,0.472,0.537,0.335,0.414,0.451,5604,1421,256,29,170,528,974,50,33,,,743,4.59,8,8,42,4371,1534,147,504,868,89,172,0.98,2552753,0.549
0.58,0.569,749,644,28,27.1,43,20,18403500,0.401,0.394,0.338,0.429,0.447,5456,1407,255,30,141,563,906,165,76,,,563,3.49,18,7,48,4356,1304,118,481,969,138,122,0.97,2140217,0.605
0.5,0.503,653,649,30.8,27.9,42,17,33060001,0.494,0.562,0.463,0.463,0.568,5470,1396,245,29,115,448,928,94,56,,,591,3.69,18,10,50,4323,1351,141,543,990,102,156,0.98,2416236,0.444
0.525,0.546,662,598,27.7,29.3,44,24,16586388,0.5,0.5,0.562,0.484,0.522,5453,1363,227,43,114,576,1024,235,99,,,552,3.37,18,11,50,4419,1349,127,510,991,110,134,0.98,1373087,0.441
0.531,0.568,767,661,27,29,41,19,17756834,0.549,0.537,0.593,0.531,0.615,5589,1479,263,50,167,526,970,111,52,,,620,3.84,6,9,48,4362,1434,143,445,892,86,144,0.98,3885284,0.562
0.512,0.487,676,696,27.6,30.3,40,18,14874372,0.512,0.435,0.463,0.537,0.385,5469,1416,257,27,110,575,1054,115,48,,,615,3.83,25,9,36,4332,1343,113,623,997,133,161,0.97,2057911,0.525
0.432,0.43,599,698,29.4,29.8,43,22,20523334,0.531,0.469,0.586,0.491,0.623,5462,1398,255,41,73,517,844,221,74,,,620,3.87,8,13,39,4329,1432,98,475,833,129,114,0.97,2573225,0.519
0.525,0.506,719,710,29.1,29.5,51,26,19335333,0.568,0.512,0.556,0.512,0.383,5573,1459,221,35,152,488,973,109,56,,,656,4.08,14,6,45,4338,1477,131,553,788,107,148,0.98,1975528,0.463
0.475,0.472,640,680,27.9,26.9,43,22,12553667,0.451,0.422,0.481,0.414,0.457,5474,1419,251,26,107,596,749,105,51,,,592,3.69,21,7,41,4329,1319,120,606,1064,130,152,0.97,1509727,0.512
0.463,0.5,673,673,28.7,29.5,37,16,17588334,0.549,0.516,0.401,0.457,0.512,5554,1429,243,35,123,509,902,138,59,,,597,3.68,21,12,35,4383,1437,147,507,928,141,141,0.97,1856396,0.519
0.586,0.577,733,619,27.7,28.9,46,23,15556000,0.457,0.531,0.494,0.395,0.354,5388,1395,288,42,138,582,914,137,52,,,547,3.4,18,8,43,4341,1367,135,413,848,134,125,0.97,2049908,0.605
0.475,0.445,646,729,28.6,26.5,43,20,13173667,0.414,0.404,0.494,0.534,0.463,5535,1410,237,27,103,582,915,108,35,,,655,4.07,18,7,35,4347,1381,124,651,840,117,150,0.98,1992484,0.481
0.636,0.613,733,570,29.2,31.7,40,15,19887501,0.611,0.642,0.5,0.469,0.475,5433,1379,209,22,164,651,992,141,54,,,514,3.18,18,16,64,4368,1287,123,494,831,87,152,0.98,2900217,0.519
0.414,0.402,603,749,28.2,29.1,43,20,20912318,0.46,0.528,0.549,0.556,0.602,5483,1322,208,19,147,427,1027,119,45,,,675,4.21,15,6,41,4332,1430,144,618,909,126,164,0.98,2006436,0.438
0.562,0.606,775,613,27.5,28,44,15,21722834,0.537,0.625,0.568,0.667,0.605,5504,1410,278,21,172,536,851,110,33,,,547,3.42,18,14,41,4320,1339,119,444,1217,132,107,0.97,2732745,0.478
0.457,0.459,666,729,29.4,27.1,39,18,14602000,0.494,0.562,0.525,0.438,0.475,5499,1458,281,39,100,445,749,96,53,,,657,4.12,13,13,43,4305,1509,134,489,872,101,161,0.98,1751584,0.586
0.457,0.483,732,760,29.4,28.6,43,22,19719167,0.5,0.537,0.562,0.478,0.441,5503,1408,247,36,128,519,821,164,72,,,655,4.08,23,13,42,4335,1558,121,469,771,149,152,0.97,1752900,0.512
0.531,0.528,728,685,29.7,28.2,46,21,21318704,0.481,0.584,0.451,0.451,0.586,5491,1436,222,27,129,538,952,141,65,,,596,3.72,29,12,29,4326,1364,137,478,1021,130,123,0.97,3002396,0.574
0.466,0.499,707,709,29.7,27.3,46,23,23361084,0.568,0.522,0.512,0.469,0.562,5488,1465,316,44,100,498,879,107,62,,,620,3.93,18,8,33,4260,1449,116,560,1006,122,161,0.98,2244956,0.506
0.463,0.438,573,656,28.4,31.8,44,17,18330000,0.531,0.506,0.469,0.593,0.512,5379,1301,209,32,94,548,997,179,83,,,582,3.61,12,6,37,4350,1396,130,496,854,131,124,0.97,1310927,0.401
0.488,0.498,750,754,30.6,30.4,43,20,17593238,0.364,0.543,0.605,0.537,0.522,5479,1418,241,32,172,634,952,82,57,,,698,4.39,15,12,45,4290,1401,154,661,856,131,178,0.97,1495785,0.519
0.475,0.497,732,737,27.4,28.1,44,21,14487000,0.451,0.481,0.377,0.519,0.37,5485,1465,266,41,110,458,836,107,52,,,675,4.26,12,10,47,4281,1491,163,518,860,117,146,0.98,1225240,0.352
0.562,0.568,693,597,27.5,27.4,40,17,14370000,0.463,0.54,0.519,0.531,0.553,5525,1466,284,40,125,466,913,166,66,,,548,3.39,14,12,50,4368,1338,124,543,1029,102,126,0.98,2400892,0.457
0.58,0.534,682,633,27.5,24.9,37,17,9491500,0.429,0.441,0.475,0.444,0.525,5402,1393,251,44,106,478,903,140,90,,,581,3.61,17,10,68,4347,1313,106,548,914,124,169,0.98,2002357,0.537
0.475,0.448,690,774,28.2,26.1,39,20,13624000,0.574,0.475,0.472,0.438,0.478,5600,1474,240,36,136,406,869,151,50,,,695,4.34,13,7,42,4326,1510,121,572,877,122,136,0.98,2243791,0.481
0.543,0.523,699,664,29.1,30.6,43,20,20558333,0.512,0.549,0.481,0.59,0.5,5516,1502,298,31,106,598,795,53,52,,,596,3.72,15,13,44,4326,1439,92,519,997,123,154,0.98,2528986,0.519
0.472,0.481,669,698,27.3,26.2,47,21,9680084,0.537,0.335,0.414,0.451,0.516,5410,1328,234,22,132,660,962,94,52,,,644,4.04,10,5,43,4305,1445,161,537,776,91,151,0.98,2415189,0.414
0.401,0.416,682,821,27.4,25.8,46,23,14555501,0.394,0.338,0.429,0.447,0.407,5504,1376,263,26,162,473,1010,92,55,,,727,4.58,17,8,30,4287,1527,128,579,938,158,133,0.97,980129,0.58
0.494,0.49,690,706,29.8,28.1,43,20,21720000,0.562,0.463,0.463,0.568,0.556,5570,1448,237,27,147,566,1000,69,43,,,612,3.79,21,13,42,4362,1482,106,544,944,140,186,0.97,2555688,0.5
0.5,0.501,632,630,28.9,30.5,39,20,13807389,0.5,0.562,0.484,0.522,0.484,5482,1353,267,30,100,572,958,160,70,,,568,3.48,20,13,35,4404,1344,120,519,1059,136,126,0.97,1783533,0.525
0.549,0.553,731,651,27.9,29,43,19,16261666,0.537,0.593,0.531,0.615,0.549,5581,1449,265,40,142,521,923,144,58,,,584,3.58,12,12,38,4401,1408,99,478,849,126,164,0.98,3375883,0.531
0.512,0.488,695,714,27.1,29.8,41,18,11893781,0.435,0.463,0.537,0.385,0.429,5458,1433,260,46,122,503,989,101,49,,,623,3.91,26,7,44,4302,1279,119,654,1112,136,137,0.97,2043993,0.512
0.531,0.518,632,608,29.3,28.2,33,15,16078833,0.469,0.586,0.491,0.623,0.519,5492,1418,263,47,73,507,848,155,54,,,545,3.36,18,18,43,4383,1330,84,482,844,111,134,0.98,3080980,0.432
0.568,0.569,699,600,28.5,31.6,45,21,14962834,0.512,0.556,0.512,0.383,0.407,5469,1365,241,52,141,508,1071,87,54,,,534,3.3,12,16,47,4371,1320,120,471,802,113,135,0.98,2059701,0.525
0.451,0.478,694,728,26.7,26.1,40,19,9779500,0.422,0.481,0.414,0.457,0.457,5512,1417,237,29,134,489,838,81,55,,,639,4,15,10,44,4314,1422,114,560,897,143,168,0.97,1298443,0.475
0.549,0.512,642,626,27.9,29.2,40,17,14195000,0.516,0.401,0.457,0.512,0.568,5422,1360,215,32,120,552,1013,136,67,,,547,3.38,21,11,52,4371,1359,133,481,933,152,147,0.97,2009031,0.463
0.457,0.47,637,680,27,28.1,45,22,12737500,0.531,0.494,0.395,0.354,0.463,5539,1334,263,53,95,563,914,155,69,,,601,3.64,20,9,40,4461,1394,121,539,827,160,130,0.97,1374141,0.586
0.414,0.429,629,735,29,27.8,48,22,10604000,0.404,0.494,0.534,0.463,0.5,5447,1324,215,36,123,558,926,106,50,,,643,4.04,10,10,33,4299,1408,127,613,899,133,136,0.97,1861985,0.475
0.611,0.596,712,576,29.3,30,41,16,15613070,0.642,0.5,0.469,0.475,0.475,5416,1414,220,25,127,562,855,157,55,,,497,3.09,17,20,57,4344,1287,103,510,930,129,159,0.97,2667225,0.636
0.46,0.442,698,792,28.6,29.2,49,22,17114375,0.528,0.549,0.556,0.602,0.537,5458,1470,229,23,130,502,831,137,60,,,707,4.5,15,9,44,4242,1550,150,521,787,122,183,0.98,2170485,0.414
0.537,0.563,683,595,27.5,27.5,42,20,19885071,0.625,0.568,0.667,0.605,0.556,5489,1351,280,21,147,504,934,158,53,,,532,3.29,24,12,38,4362,1260,115,532,1108,144,110,0.97,2918710,0.562
0.494,0.501,740,738,29.4,28,43,23,15531666,0.562,0.525,0.438,0.475,0.5,5581,1542,278,35,117,478,743,111,53,,,680,4.28,19,8,38,4287,1495,139,500,851,107,141,0.98,2277438,0.457
0.5,0.518,707,679,28.4,27.9,40,20,11533000,0.537,0.562,0.478,0.441,0.416,5473,1415,235,32,126,455,791,165,62,,,605,3.8,16,8,45,4296,1463,129,457,812,155,164,0.97,1970735,0.457
0.481,0.515,554,536,29.8,28.5,40,18,21071562,0.584,0.451,0.451,0.586,0.488,5465,1313,241,17,89,507,885,81,54,,,480,2.95,25,19,36,4389,1278,95,504,1052,118,153,0.98,2944653,0.531
0.568,0.538,690,635,30.3,27.7,36,17,18683568,0.522,0.512,0.469,0.562,0.519,5475,1428,227,41,101,554,897,154,51,,,572,3.55,27,13,38,4353,1415,86,455,978,111,139,0.98,2477700,0.466
0.531,0.485,647,669,29,33,37,17,15029500,0.506,0.469,0.593,0.512,0.494,5516,1316,239,28,97,530,860,144,62,,,598,3.64,19,12,38,4437,1379,105,551,965,140,121,0.97,1834908,0.463
0.364,0.375,617,816,30.9,31,46,22,15146404,0.543,0.605,0.537,0.522,0.642,5432,1315,198,24,116,585,899,103,50,,,718,4.53,24,4,26,4281,1514,150,652,831,130,153,0.97,1543656,0.488
0.451,0.464,604,654,27.1,28.5,47,20,9094500,0.481,0.377,0.519,0.37,0.463,5463,1340,221,26,127,499,934,74,51,,,589,3.65,23,13,38,4359,1423,107,452,844,118,126,0.98,1285542,0.475
0.463,0.459,632,691,28,28.1,42,17,11072000,0.54,0.519,0.531,0.553,0.432,5520,1362,243,28,128,493,1028,128,71,,,607,3.73,16,9,37,4392,1404,125,559,981,121,108,0.98,1979320,0.562
0.429,0.464,693,750,27.6,26.4,42,19,7265410,0.441,0.475,0.444,0.525,0.457,5504,1493,262,36,94,464,873,97,52,,,668,4.23,9,5,46,4266,1472,144,539,778,151,176,0.97,1045651,0.58
0.574,0.554,702,623,27.7,27.2,36,15,10668000,0.475,0.472,0.438,0.478,0.596,5513,1438,235,45,124,472,921,136,57,,,556,3.43,18,10,55,4380,1369,106,532,918,119,130,0.98,2491942,0.475
0.512,0.524,774,735,29.5,29.5,35,15,17481748,0.549,0.481,0.59,0.5,0.531,5666,1571,326,30,108,643,755,56,35,,,651,4.01,14,9,42,4380,1448,131,548,1054,127,162,0.98,2510012,0.543
0.537,0.514,708,686,27.1,26.9,40,17,8275167,0.335,0.414,0.451,0.516,0.525,5440,1369,238,33,129,593,957,118,55,,,644,4,16,7,44,4344,1518,134,486,676,87,163,0.98,2535208,0.472
0.394,0.431,584,680,28.1,25.4,46,23,11112334,0.338,0.429,0.447,0.407,0.494,5463,1281,201,22,128,485,996,83,54,,,595,3.7,15,8,33,4341,1370,114,468,966,152,124,0.97,984930,0.401
0.562,0.566,669,578,29.8,29.1,37,15,15097833,0.463,0.463,0.568,0.556,0.5,5545,1422,208,37,145,429,1011,89,40,,,530,3.28,32,20,38,4362,1384,113,465,897,96,173,0.98,2647291,0.494
0.5,0.527,628,592,28.2,29,40,17,9603333,0.562,0.484,0.522,0.484,0.506,5573,1400,260,48,107,454,1053,189,89,,,507,3.08,18,12,43,4446,1310,122,476,923,142,145,0.97,1478659,0.5
0.537,0.552,763,680,27.4,28.9,35,16,12241225,0.593,0.531,0.615,0.549,0.549,5557,1491,271,47,158,521,935,107,36,,,612,3.8,16,17,47,4347,1404,143,528,904,110,170,0.98,2595175,0.549
0.435,0.435,637,735,26.7,28,41,21,5342131,0.463,0.537,0.385,0.429,0.475,5479,1378,227,39,112,542,1022,130,57,,,647,4.05,41,11,31,4314,1310,129,654,912,129,145,0.97,1581901,0.512
0.469,0.459,578,633,28.1,28.9,41,19,12880000,0.586,0.491,0.623,0.519,0.488,5518,1373,207,33,71,484,827,234,64,,,567,3.47,17,14,42,4410,1387,91,486,881,121,131,0.98,2892799,0.531
0.512,0.531,670,626,28.3,31.1,43,18,12380000,0.556,0.512,0.383,0.407,0.488,5450,1353,227,44,113,550,1023,121,78,,,551,3.39,25,13,42,4386,1323,99,422,875,129,145,0.98,1785297,0.568
0.422,0.448,664,744,27,26.4,40,17,7342450,0.481,0.414,0.457,0.457,0.37,5436,1397,271,27,148,461,787,95,61,,,658,4.15,28,11,28,4284,1385,144,558,981,123,168,0.98,1022398,0.451
0.516,0.509,594,583,27.2,28,35,14,9561002,0.401,0.457,0.512,0.568,0.5,5366,1325,205,35,94,494,892,123,50,,,528,3.28,30,9,39,4347,1332,112,439,885,116,147,0.98,1506896,0.549
0.531,0.525,651,616,26,26.2,42,18,5998500,0.494,0.395,0.354,0.463,0.519,5379,1327,240,45,110,553,947,119,60,,,555,3.47,12,11,46,4320,1349,108,469,790,124,128,0.98,1866713,0.457
0.404,0.407,597,734,29,29,43,21,13838000,0.494,0.534,0.463,0.5,0.556,5403,1294,246,31,106,489,981,112,49,,,659,4.14,16,6,36,4299,1447,118,628,859,145,139,0.97,1990041,0.414
0.642,0.615,800,620,28,28.8,35,15,9690000,0.5,0.469,0.475,0.475,0.457,5602,1474,251,22,156,580,926,129,54,,,569,3.44,22,9,64,4467,1376,116,553,983,105,151,0.98,2287335,0.611
0.528,0.514,772,748,30.5,32.3,41,18,19441152,0.549,0.556,0.602,0.537,0.562,5592,1469,272,12,148,588,935,146,39,,,689,4.26,16,5,43,4368,1512,157,487,861,134,161,0.97,2633701,0.46
